id,author,title,year,publisher,description,category,type,from_dataset,have_it,filename,file_location,triage,triage_reason,google_scholar_url,google_search_url,wayback_url,worldcat_url
UCF-REF-21,"Radtke, Klaus W.H.",Living More Safely in the Chaparral/Urban Interface,Date Unk.,"U.S. Dept. of Agriculture, Pacific Southwest Forest and Range Experimant Station, Gen.Technical Report PSW-67",Fire retardance was rated as follows: HIGH - very highly fire retardant. MODERATE - medium fire retardance. LOW - low very retardance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,Radtke_Living-More-Safely-Chaparral-Urban-Interface.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Radtke+Living+More+Safely+in+the+Chaparral%2FUrban+Interface,https://www.google.com/search?q=Radtke+Living+More+Safely+in+the+Chaparral%2FUrban+Interface+filetype%3Apdf,https://web.archive.org/web/*/Living+More+Safely+in+the+Chaparral%2FUrban+Interface,https://search.worldcat.org/search?q=Radtke+Living+More+Safely+in+the+Chaparral%2FUrban+Interface
UCF-REF-22,"Maire, Richard G.; Goodin, J.R.",Landscape for Fire Protection,1969,University of California Agricultural Extension Service,"Refers to Los Angeles Arboretum research. Makes clear the point that the term ""fire resistant"" is used, but that there is not a plant that exists that will not burn given the right conditions. Also suggests that well-maintained and well-watered plants will not burn as readily as those left dry and unmaintained.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Maire+Landscape+for+Fire+Protection+1969,https://www.google.com/search?q=Maire+Landscape+for+Fire+Protection+1969+filetype%3Apdf,https://web.archive.org/web/*/Landscape+for+Fire+Protection,https://search.worldcat.org/search?q=Maire+Landscape+for+Fire+Protection+1969
UCF-REF-23,Grounds Maintenance,Flirting With Fire,1988,"Grounds Maintenance, August 23(8):32,36,38,104.",Erosion control was rated as : LOW - 30% or less. MODERATE - 60%. HIGH - 60% or steeper.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Grounds+Maintenance+Flirting+With+Fire+1988,https://www.google.com/search?q=Grounds+Maintenance+Flirting+With+Fire+1988+filetype%3Apdf,https://web.archive.org/web/*/Flirting+With+Fire,https://search.worldcat.org/search?q=Grounds+Maintenance+Flirting+With+Fire+1988
UCF-REF-24,County of Los Angeles Arboreta & Botanical Gardens,Fire Retardant Plants for Hillside Areas,1970,"County of Los Angeles Arboreta and Botanical Gardens, Los Angeles, CA",Bases fire retardance on relatively high moisture content and prostrate or creeping growth characteristics. Rated as follows: HIGH - succulents (90-95% moisture content). MODERATE - non-succulents(80-95% MC) or 70-80% MC. LOW - 60-75% MC.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,Radtke_Wildland-Plantings-Urban-Forestry-LA-County_1978.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=County+of+Los+Angeles+Arboreta+%26+Botanical+Gardens+Fire+Retardant+Plants+for+Hillside+Areas+1970,https://www.google.com/search?q=County+of+Los+Angeles+Arboreta+%26+Botanical+Gardens+Fire+Retardant+Plants+for+Hillside+Areas+1970+filetype%3Apdf,https://web.archive.org/web/*/Fire+Retardant+Plants+for+Hillside+Areas,https://search.worldcat.org/search?q=County+of+Los+Angeles+Arboreta+%26+Botanical+Gardens+Fire+Retardant+Plants+for+Hillside+Areas+1970
UCF-REF-25,Santa Barbara City Fire Department,Firescape Demonstration Garden,Date Unknown,"Santa Barbara City Fire Department, Santa Barbara, CA.","This reference offers only a list of suggested fire retardant plants, no criteria are given.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,SantaBarbara_Fire-Wise-Water-Wise-Landscaping.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Santa+Barbara+City+Fire+Department+Firescape+Demonstration+Garden,https://www.google.com/search?q=Santa+Barbara+City+Fire+Department+Firescape+Demonstration+Garden+filetype%3Apdf,https://web.archive.org/web/*/Firescape+Demonstration+Garden,https://search.worldcat.org/search?q=Santa+Barbara+City+Fire+Department+Firescape+Demonstration+Garden
UCF-REF-26,"Coate, Barrie",Water-Conserving Plants and Landscapes for the Bay Area,1990,East Bay Municipal Utility District,Only offers a list of plants considered to be more fire retardant than most plants. No criteria offered.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Coate+Water-Conserving+Plants+and+Landscapes+for+the+Bay+Area+1990,https://www.google.com/search?q=Coate+Water-Conserving+Plants+and+Landscapes+for+the+Bay+Area+1990+filetype%3Apdf,https://web.archive.org/web/*/Water-Conserving+Plants+and+Landscapes+for+the+Bay+Area,https://search.worldcat.org/search?q=Coate+Water-Conserving+Plants+and+Landscapes+for+the+Bay+Area+1990
UCF-REF-27,"Rice, Carol",Effects of Drought on Landscaping in the Paint Fire,1991,"Wildland Resource Management, Walnut Creek, CA",Lists species with the highest moisture content and therefore probably the most fire retardant. Also lists the driest plants -- these were classified as not being recommended for fire prone areas.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Rice+Effects+of+Drought+on+Landscaping+in+the+Paint+Fire+1991,https://www.google.com/search?q=Rice+Effects+of+Drought+on+Landscaping+in+the+Paint+Fire+1991+filetype%3Apdf,https://web.archive.org/web/*/Effects+of+Drought+on+Landscaping+in+the+Paint+Fire,https://search.worldcat.org/search?q=Rice+Effects+of+Drought+on+Landscaping+in+the+Paint+Fire+1991
UCF-REF-28,City of San Carlos,Fire Resistive Plants,1996,"The City of San Carlos, CA","Gives a list of herbaceous perennials, succulents, trees and groundcovers considered to be fire retardant. No definition offered.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=City+of+San+Carlos+Fire+Resistive+Plants+1996,https://www.google.com/search?q=City+of+San+Carlos+Fire+Resistive+Plants+1996+filetype%3Apdf,https://web.archive.org/web/*/Fire+Resistive+Plants,https://search.worldcat.org/search?q=City+of+San+Carlos+Fire+Resistive+Plants+1996
UCF-REF-29,"Beatty, Russell",Designing Gardens for Fire Safety,1991,"Department of Landscape Architecture, University of California, Berkeley",Rates plants fire retardance based on the following: Broad-leafed plants tend to be more fire retardant than those with needle-like or very fine leaves; dense compact forms and low prostrate plants are more effective at retarding fire than more open or upright plants.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/,LIKELY_ONLINE,Academic/government publication — search Google Scholar or agency archives,https://scholar.google.com/scholar?q=Beatty+Designing+Gardens+for+Fire+Safety+1991,https://www.google.com/search?q=Beatty+Designing+Gardens+for+Fire+Safety+1991+filetype%3Apdf,https://web.archive.org/web/*/Designing+Gardens+for+Fire+Safety,https://search.worldcat.org/search?q=Beatty+Designing+Gardens+for+Fire+Safety+1991
UCF-REF-30,"Harlass, Sherry",How to Firescape to Reduce the Fire Hazard,1993,"Nursery Manager, December",Defines a fire retardant plant as one that burns slowly.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Harlass+How+to+Firescape+to+Reduce+the+Fire+Hazard+1993,https://www.google.com/search?q=Harlass+How+to+Firescape+to+Reduce+the+Fire+Hazard+1993+filetype%3Apdf,https://web.archive.org/web/*/How+to+Firescape+to+Reduce+the+Fire+Hazard,https://search.worldcat.org/search?q=Harlass+How+to+Firescape+to+Reduce+the+Fire+Hazard+1993
UCF-REF-31,Orinda Fire Protection District,Protect Your Home: Landsape For Fire Protection,Date Unk.,Orinda Fire Protection District,Offers a few fire retardant landscape plants with no criteria for classifying them as such.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Orinda+Fire+Protection+District+Protect+Your+Home%3A+Landsape+For+Fire+Protection,https://www.google.com/search?q=Orinda+Fire+Protection+District+Protect+Your+Home%3A+Landsape+For+Fire+Protection+filetype%3Apdf,https://web.archive.org/web/*/Protect+Your+Home%3A+Landsape+For+Fire+Protection,https://search.worldcat.org/search?q=Orinda+Fire+Protection+District+Protect+Your+Home%3A+Landsape+For+Fire+Protection
UCF-REF-32,California Department of Forestry,"Fire Safe, California!",Date Unk.,"California Department of Forestry and Fire Protection, Sacramento, CA",Classifies fire retardant plants as those that are hardy succulents and flat ground covering plants that are kept groomed and free of dry leaves.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=California+Department+of+Forestry+Fire+Safe%2C+California%21,https://www.google.com/search?q=California+Department+of+Forestry+Fire+Safe%2C+California%21+filetype%3Apdf,https://web.archive.org/web/*/Fire+Safe%2C+California%21,https://search.worldcat.org/search?q=California+Department+of+Forestry+Fire+Safe%2C+California%21
UCF-REF-33,City of Santa Barbara Fire Department,City of Santa Barbara Firescapes Demonstration Garden,Date Unk.,"City of Santa Barbara Fire Department, Santa Barbara, CA","Defines fire resistant plants as those plants that can regenerate growth, despite burning and fire retardant plants as those which are less flammable than others.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=City+of+Santa+Barbara+Fire+Department+City+of+Santa+Barbara+Firescapes+Demonstration+Garden,https://www.google.com/search?q=City+of+Santa+Barbara+Fire+Department+City+of+Santa+Barbara+Firescapes+Demonstration+Garden+filetype%3Apdf,https://web.archive.org/web/*/City+of+Santa+Barbara+Firescapes+Demonstration+Garden,https://search.worldcat.org/search?q=City+of+Santa+Barbara+Fire+Department+City+of+Santa+Barbara+Firescapes+Demonstration+Garden
UCF-REF-34,"Bowker, Mike",High Danger this Year: Preventing the Firestorm,1995,"Motorland/CSAA, July/August","Considers that fire retardant plants share the following characteristics: grow close to the ground, have a low sap or resin content, grow without accumulating dead matter, are easily maintained and pruned, and are often drought tolerant.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Bowker+High+Danger+this+Year%3A+Preventing+the+Firestorm+1995,https://www.google.com/search?q=Bowker+High+Danger+this+Year%3A+Preventing+the+Firestorm+1995+filetype%3Apdf,https://web.archive.org/web/*/High+Danger+this+Year%3A+Preventing+the+Firestorm,https://search.worldcat.org/search?q=Bowker+High+Danger+this+Year%3A+Preventing+the+Firestorm+1995
UCF-REF-35,South County Fire,Protecting Your Home From a Brush Fire,Date Unk.,South County Fire,"Offers only a list of plants, without explanation or definition.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=South+County+Fire+Protecting+Your+Home+From+a+Brush+Fire,https://www.google.com/search?q=South+County+Fire+Protecting+Your+Home+From+a+Brush+Fire+filetype%3Apdf,https://web.archive.org/web/*/Protecting+Your+Home+From+a+Brush+Fire,https://search.worldcat.org/search?q=South+County+Fire+Protecting+Your+Home+From+a+Brush+Fire
UCF-REF-36,Sunset,Protecting Your Home Against Brushfire,1983,Lane Publishing Company,Lists succulents as having the greatest fire retardance. Herbaceous perennials if well-watered and woody groundcovers if well-watered are also highly recommended.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Sunset+Protecting+Your+Home+Against+Brushfire+1983,https://www.google.com/search?q=Sunset+Protecting+Your+Home+Against+Brushfire+1983+filetype%3Apdf,https://web.archive.org/web/*/Protecting+Your+Home+Against+Brushfire,https://search.worldcat.org/search?q=Sunset+Protecting+Your+Home+Against+Brushfire+1983
UCF-REF-37,"Department of Water Resources, The Resources Agency",Plants for California Landscapes: A Catalog of Drought Tolerant Plants,1979,"State of California, The Resources Agency, Department of Water Resources, Bulletin 209, September",Offers a list of recommended plants without explanation or definition.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,UCDavis_California-Plant-Information-Systems.pdf,knowledge-base/,LIKELY_ONLINE,Academic/government publication — search Google Scholar or agency archives,https://scholar.google.com/scholar?q=Department+of+Water+Resources+Plants+for+California+Landscapes%3A+A+Catalog+of+Drought+Tolerant+Plants+1979,https://www.google.com/search?q=Department+of+Water+Resources+Plants+for+California+Landscapes%3A+A+Catalog+of+Drought+Tolerant+Plants+1979+filetype%3Apdf,https://web.archive.org/web/*/Plants+for+California+Landscapes%3A+A+Catalog+of+Drought+Tolerant+Plants,https://search.worldcat.org/search?q=Department+of+Water+Resources+Plants+for+California+Landscapes%3A+A+Catalog+of+Drought+Tolerant+Plants+1979
UCF-REF-38,"LeMay, David B; Wayne G. Mitchell",Recommended Low-Fuel Volume Species for San Luis Obispo County,1978,"San Luis Obispo, CA: Central Coast Fire Prevention Association",Rates species of plants as either having HIGH/MODERATE or LOW fire retardance; no explanation or definition of terms.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=LeMay+Recommended+Low-Fuel+Volume+Species+for+San+Luis+Obispo+County+1978,https://www.google.com/search?q=LeMay+Recommended+Low-Fuel+Volume+Species+for+San+Luis+Obispo+County+1978+filetype%3Apdf,https://web.archive.org/web/*/Recommended+Low-Fuel+Volume+Species+for+San+Luis+Obispo+County,https://search.worldcat.org/search?q=LeMay+Recommended+Low-Fuel+Volume+Species+for+San+Luis+Obispo+County+1978
UCF-REF-39,"Martin-Richardson, Brenda; San Luis Obispo County Fire Department",A Homeowner's Guide to Fire Resistant Plants for the San Luis Obispo Area,Date Unk.,"San Luis Obispo, CA: CA Dept. of Forestry & Fire Protection and The San Luis Obispo County Fire Dept.",Lists fire retardant plants for the San Luis Obispo area; no criteria offered.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Martin-Richardson+A+Homeowner%27s+Guide+to+Fire+Resistant+Plants+for+the+San+Luis+Obispo+Area,https://www.google.com/search?q=Martin-Richardson+A+Homeowner%27s+Guide+to+Fire+Resistant+Plants+for+the+San+Luis+Obispo+Area+filetype%3Apdf,https://web.archive.org/web/*/A+Homeowner%27s+Guide+to+Fire+Resistant+Plants+for+the+San+Luis+Obispo+Area,https://search.worldcat.org/search?q=Martin-Richardson+A+Homeowner%27s+Guide+to+Fire+Resistant+Plants+for+the+San+Luis+Obispo+Area
UCF-REF-40,"Moritz, Ray; Pavel Svihra",Pyrophytic vs. Fire Resistant Plants,1996,University of California Cooperative Extension HortScript February No. 18,"Defines fire resistant as: most broad leaf deciduous trees; leaves tend to be supple, moist and easily crushed; trees tend to be clean, not bushy, and have little deadwood; shrubs are low-growing (<2') with minimal dead material; tall shrubs are clean, not bushy; sap is water-like and typically does not have a strong odor; and plants that will not sustain a flame when ignition is attempted.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,Moritz-Svihra_Pyrophytic-vs-Fire-Resistant-Plants_1998.pdf,knowledge-base/,LIKELY_ONLINE,Academic/government publication — search Google Scholar or agency archives,https://scholar.google.com/scholar?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1996,https://www.google.com/search?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1996+filetype%3Apdf,https://web.archive.org/web/*/Pyrophytic+vs.+Fire+Resistant+Plants,https://search.worldcat.org/search?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1996
UCF-REF-41,"Moritz, Ray",Pyrophytic vs. Fire Resistant Plants,1995,"San Rafael Fire Department, FireSafe Marin. May","Defines fire resistant as: most broad leaf deciduous trees; leaves tend to be supple, moist and easily crushed; trees tend to be clean, not bushy, and have little deadwood; shrubs are low-growing (<2') with minimal dead material; tall shrubs are clean, not bushy; sap is water-like and typically does not have a strong odor; and plants that will not sustain a flame when ignition is attempted.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Yes,Moritz-Svihra_Pyrophytic-vs-Fire-Resistant-Plants_1998.pdf,knowledge-base/,LIKELY_ONLINE,Government/municipal document — try Wayback Machine or agency website,https://scholar.google.com/scholar?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1995,https://www.google.com/search?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1995+filetype%3Apdf,https://web.archive.org/web/*/Pyrophytic+vs.+Fire+Resistant+Plants,https://search.worldcat.org/search?q=Moritz+Pyrophytic+vs.+Fire+Resistant+Plants+1995
UCF-REF-42,"Perry, Bob",Trees and Shrubs for Dry California Landscapes,1989,"Land Design Publishing, Claremont, CA","Fire retardance was rated as follows: LOW - high fire hazard species and undesirable domestic plant. MODERATE - acceptable domestic plant that requires ample amounts of water for best performance and valuable watershed species that should be thinned to reduce foliage mass, and be retained in limited numbers to prevent high intensity fires. HIGH - low-growing and high fire retarding plants and low fuel volume native and introduced species.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Perry+Trees+and+Shrubs+for+Dry+California+Landscapes+1989,https://www.google.com/search?q=Perry+Trees+and+Shrubs+for+Dry+California+Landscapes+1989+filetype%3Apdf,https://web.archive.org/web/*/Trees+and+Shrubs+for+Dry+California+Landscapes,https://search.worldcat.org/search?q=Perry+Trees+and+Shrubs+for+Dry+California+Landscapes+1989
UCF-REF-43,"Ellefson, Connie Lockhart; Thomas L. Stephens; Doug Welsh, Ph.D.",Xeriscape Gardening,1992,"Macmillian Publishing Company, New York",Offers plant lists only with no definition of drought or drought tolerance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Ellefson+Xeriscape+Gardening+1992,https://www.google.com/search?q=Ellefson+Xeriscape+Gardening+1992+filetype%3Apdf,https://web.archive.org/web/*/Xeriscape+Gardening,https://search.worldcat.org/search?q=Ellefson+Xeriscape+Gardening+1992
UCF-REF-44,"Brenzel, Kathleen Norris (editor)",Sunset Western Garden Book,1995,"Menlo Park, CA: Sunset Publishing Corporation, March","This reference was used to gather mature plant characterisitics and information on drought tolerance, climate zones and erosion control. Drought tolerance is defined as requiring little or no dry season water. Climate zones are defined for the western states, each species is listed with a list of zones that it will tolerate. The zone map for this publication was generated from Sunset Western Garden Book's climate zone information. Note is made if a plant is considered to be useful in erosion control, but further explanation is not offered.",Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Brenzel+Sunset+Western+Garden+Book+1995,https://www.google.com/search?q=Brenzel+Sunset+Western+Garden+Book+1995+filetype%3Apdf,https://web.archive.org/web/*/Sunset+Western+Garden+Book,https://search.worldcat.org/search?q=Brenzel+Sunset+Western+Garden+Book+1995
UCF-REF-45,"U.S. Dept. of Agriculture, Soil Conservation Service, Davis, CA",Plant Materials Study,1976,"U.S Dept. of Agriculture, Soil Conservation Service, Davis, CA",Offers information on plants suitable for erosion control.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=U.S.+Dept.+of+Agriculture+Plant+Materials+Study+1976,https://www.google.com/search?q=U.S.+Dept.+of+Agriculture+Plant+Materials+Study+1976+filetype%3Apdf,https://web.archive.org/web/*/Plant+Materials+Study,https://search.worldcat.org/search?q=U.S.+Dept.+of+Agriculture+Plant+Materials+Study+1976
UCF-REF-46,"Deering, Robert Bowman",A Study of Drought Resistant Ornamental Plants,1955,"Davis, CA: University of California, Davis",Offers plant lists only with no definition of drought or drought tolerance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Deering+A+Study+of+Drought+Resistant+Ornamental+Plants+1955,https://www.google.com/search?q=Deering+A+Study+of+Drought+Resistant+Ornamental+Plants+1955+filetype%3Apdf,https://web.archive.org/web/*/A+Study+of+Drought+Resistant+Ornamental+Plants,https://search.worldcat.org/search?q=Deering+A+Study+of+Drought+Resistant+Ornamental+Plants+1955
UCF-REF-47,International Erosion Control Association,"Proceedings of International Erosion Control Association, 8th Conference",1977,"Seattle, WA: The Association. Feb 24-25, 1977, Airport Marina Hotel, Burlingame, CA.",Offers species recommended for erosion control without providing a rating or a definition.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=International+Erosion+Control+Association+Proceedings+of+International+Erosion+Control+Association%2C+8th+Conference+1977,https://www.google.com/search?q=International+Erosion+Control+Association+Proceedings+of+International+Erosion+Control+Association%2C+8th+Conference+1977+filetype%3Apdf,https://web.archive.org/web/*/Proceedings+of+International+Erosion+Control+Association%2C+8th+Conference,https://search.worldcat.org/search?q=International+Erosion+Control+Association+Proceedings+of+International+Erosion+Control+Association%2C+8th+Conference+1977
UCF-REF-48,"Edmuson, George C.","Plant Materials Study: A Search for Drought-Tolerant Plant Materials for Erosion Control, Revegetation and Landscaping along California Highways: Final Report",1976,"U.S Dept. of Agriculture, Soil Conservation Service, Davis, CA",Offers plant lists only with no definition of drought or drought tolerance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Edmuson+Plant+Materials+Study%3A+A+Search+for+Drought-Tolerant+Plant+Materials+for+Erosion+Control%2C+Revegetation+and+Landscaping+along+California+Highways%3A+Final+Report+1976,https://www.google.com/search?q=Edmuson+Plant+Materials+Study%3A+A+Search+for+Drought-Tolerant+Plant+Materials+for+Erosion+Control%2C+Revegetation+and+Landscaping+along+California+Highways%3A+Final+Report+1976+filetype%3Apdf,https://web.archive.org/web/*/Plant+Materials+Study%3A+A+Search+for+Drought-Tolerant+Plant+Materials+for+Erosion,https://search.worldcat.org/search?q=Edmuson+Plant+Materials+Study%3A+A+Search+for+Drought-Tolerant+Plant+Materials+for+Erosion+Control%2C+Revegetation+and+Landscaping+along+California+Highways%3A+Final+Report+1976
UCF-REF-49,"Resource Management International, Inc.",Windbreaks Demonstration Project: Final Report,1988,"Sacramento, CA: The Office of Land Conservation, California Department of Conservation",Offers plant lists only with no definition of drought or drought tolerance.,Fire Resistance - CA Plant Lists,primary_source,UCForestProductsLab (FIRE-05),Contained,UC-ForestProductsLab_Defensible-Space-Landscaping-WUI_1997.pdf,knowledge-base/ (cited within 181-page compilation),CONTAINED_IN_COMPILATION,All 57 references confirmed present in UC Forest Products Lab 1997 compilation.,https://scholar.google.com/scholar?q=Resource+Management+International+Windbreaks+Demonstration+Project%3A+Final+Report+1988,https://www.google.com/search?q=Resource+Management+International+Windbreaks+Demonstration+Project%3A+Final+Report+1988+filetype%3Apdf,https://web.archive.org/web/*/Windbreaks+Demonstration+Project%3A+Final+Report,https://search.worldcat.org/search?q=Resource+Management+International+Windbreaks+Demonstration+Project%3A+Final+Report+1988
