locality,scientific_name,common_name,family,order,degree_of_establishment,establishment_means,pathway,habitat,is_hybrid,intro_date,gbif_key
L48,Fingerhuthia africana,Zulu fescue,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2703276
L48,Firmiana simplex,Chinese parasoltree,Malvaceae,Malvales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3152111
L48,Fissidens curvatus,Milo's fissidens moss,Fissidentaceae,Dicranales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-04-27,5282989
L48,Flacourtia indica,Governor's plum,Salicaceae,Malpighiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5331162
L48,Flueggea acidoton,Simpleleaf bushweed,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5382868
L48,Foeniculum vulgare,Sweet fennel,Apiaceae,Apiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3034922
L48,Fontanesia phillyreoides,Syrian-privet,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3172322
L48,Fontanesia phillyreoides ssp. fortunei,Syrian-privet,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Forsythia ovata,Early forsythia,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5415055
L48,Forsythia suspensa,Weeping forsythia,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5415056
L48,Forsythia viridissima,Greenstem forsythia,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5415053
L48,Forsythia X intermedia,Showy forsythia,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,5415054
L48,Fragaria chiloensis ssp. lucida,Beach strawberry,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3030034
L48,Frangula alnus,Glossy buckthorn,Rhamnaceae,Rosales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous); introduced: assisted colonization",horticulture,Wetlands (inland); Artificial - Terrestrial; Introduced Vegetation,FALSE,2017-11-21,3039454
L48,Frankenia pulverulenta,European seaheath,Frankeniaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2874692
L48,Fraxinus excelsior,European ash,Oleaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3172358
L48,Fraxinus uhdei,Shamel ash,Oleaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3172371
L48,Freesia corymbosa,Common freesia,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2747130
L48,Freesia laxa,False freesia,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2747067
L48,Fritillaria imperialis,Imperial fritillary,Liliaceae,Liliales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5300716
L48,Fuchsia boliviana,Bolivian fuchsia,Onagraceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5938225
L48,Fuchsia hybrida,Fuchsia,Onagraceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,6028889
L48,Fuchsia magellanica,Hardy fuchsia,Onagraceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5938224
L48,Fuchsia paniculata,Shrubby fuchsia,Onagraceae,Myrtales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5938223
L48,Fuirena coerulescens,Blue umbrella-sedge,Cyperaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2719086
L48,Fumaria capreolata,White ramping fumitory,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334218
L48,Fumaria densiflora,Fumitory,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5530883
L48,Fumaria occidentalis,Western fumitory,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334214
L48,Fumaria officinalis,Drug fumitory,Papaveraceae,Ranunculales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334217
L48,Fumaria parviflora,Fineleaf fumitory,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334215
L48,Fumaria reuteri,Few-flower fumitory,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334219
L48,Fumaria vaillantii,Earthsmoke,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334216
L48,Furcraea foetida,Mauritius hemp,Asparagaceae,Asparagales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2769796
L48,Gagea bohemica,Early star-of-bethlehem,Liliaceae,Liliales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5299816
L48,Gagea fragifera,Lily,Liliaceae,Liliales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5300170
L48,Gagea villosa,Hairy star of bethlehem,Liliaceae,Liliales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5300296
L48,Gaillardia X grandiflora,Blanketflower,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,5387817
L48,Galanthus elwesii,Giant snowdrop,Amaryllidaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2855398
L48,Galanthus nivalis,Snowdrop,Amaryllidaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2855356
L48,Galega officinalis,Professor-weed,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2975667
L48,Galenia pubescens,Green galenia,Aizoaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",machinery/equipment; other means of transport (ingested defecated seeds),Artificial - Terrestrial; Introduced Vegetation,FALSE,2017-11-21,5384306
L48,Galenia secunda,Onesided galenia,Aizoaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8612172
L48,Galeopsis angustifolia,Narrowleaf hempnettle,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341306
L48,Galeopsis bifida,Splitlip hempnettle,Lamiaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341303
L48,Galeopsis ladanum,Red hempnettle,Lamiaceae,Lamiales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341309
L48,Galeopsis tetrahit,Brittlestem hempnettle,Lamiaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341300
L48,Galeopsis tetrahit var. arvensis,Brittlestem hempnettle,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,10759494
L48,Galeopsis tetrahit var. tetrahit,Brittlestem hempnettle,Lamiaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Galinsoga parviflora,Gallant soldier,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3132570
L48,Galinsoga quadriradiata,Shaggy soldier,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8298495
L48,Galium album,White bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913931
L48,Galium aristatum,Awned bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913280
L48,Galium divaricatum,Lamarck's bedstraw,Rubiaceae,Gentianales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2908428
L48,Galium glaucum,Waxy bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2914515
L48,Galium humifusum,Spreading bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2908433
L48,Galium intermedium,Bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913572
L48,Galium mollugo,False baby's breath,Rubiaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9039392
L48,Galium murale,Yellow wall bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2914590
L48,Galium odoratum,Sweetscented bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2914642
L48,Galium parisiense,Wall bedstraw,Rubiaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913169
L48,Galium rubioides,European bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913315
L48,Galium saxatile,Heath bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2914547
L48,Galium sylvaticum,Scotch mist,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913288
L48,Galium tricornutum,Roughfruit corn bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2913452
L48,Galium verrucosum,Warty bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2914754
L48,Galium verum,Yellow spring bedstraw,Rubiaceae,Gentianales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9063248
L48,Galium X pomeranicum,Bedstraw,Rubiaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,2914963
L48,Galphimia gracilis,Slender goldshower,Malpighiaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3191272
L48,Gamochaeta chionesthes,Gray everlasting,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-08-24,3139726
L48,Gamochaeta coarctata,Gray everlasting,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-08-24,3103272
L48,Gamochaeta simplicicaulis,Simple-stem everlasting,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3139639
L48,Gamochaeta stachydifolia,Sunflower,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,3139674
L48,Gastridium phleoides,Nit grass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5289763
L48,Gaudinia fragilis,Fragile oat,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5290242
L48,Gazania linearis,Treasureflower,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3112491
L48,Gelidium vagum,Algae,Gelidiaceae,Gelidiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-03-10,2662823
L48,Genista aetnensis,Mt. etna broom,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347587
L48,Genista canariensis,Canary broom,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347769
L48,Genista linifolia,Mediterranean broom,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347599
L48,Genista maderensis,Madeira dyer's greenweed,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347773
L48,Genista monspessulana,French broom,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347796
L48,Genista stenopetala,Leafy broom,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347701
L48,Genista tinctoria,Dyer's greenweed,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5347612
L48,Gentiana cruciata,Star gentian,Gentianaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3170115
L48,Gentiana septemfida,Crested gentian,Gentianaceae,Gentianales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3170066
L48,Geranium aequale,Geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,2890996
L48,Geranium columbinum,Longstalk cranesbill,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890603
L48,Geranium dissectum,Cutleaf geranium,Geraniaceae,Geraniales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890040
L48,Geranium divaricatum,Fanleaf geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890013
L48,Geranium homeanum,Australasian geranium,Geraniaceae,Geraniales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890382
L48,Geranium ibericum,Iberian geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891552
L48,Geranium lucidum,Shining geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890560
L48,Geranium molle,Dovefoot geranium,Geraniaceae,Geraniales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891488
L48,Geranium palmatum,Canary island geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890063
L48,Geranium potentilloides,Cinquefoil geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9585058
L48,Geranium pratense,Meadow geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891304
L48,Geranium pusillum,Small geranium,Geraniaceae,Geraniales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890212
L48,Geranium pyrenaicum,Hedgerow geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890122
L48,Geranium retrorsum,New Zealand geranium,Geraniaceae,Geraniales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890594
L48,Geranium robertianum ssp. purpureum,Robert geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,
L48,Geranium rotundifolium,Roundleaf geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891031
L48,Geranium sanguineum,Bloody geranium,Geraniaceae,Geraniales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890920
L48,Geranium sibiricum,Siberian geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891583
L48,Geranium solanderi,Solander's geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890846
L48,Geranium thunbergii,Thunberg's geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891266
L48,Geranium versicolor,Veiny geranium,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890739
L48,Geranium yeoi,Greater herb robert,Geraniaceae,Geraniales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2890038
L48,Gerbera jamesonii,Barberton daisy,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8409932
L48,Geum urbanum,Herb bennet,Rosaceae,Rosales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5369652
L48,Gibasis pellucida,Dotted bridalveil,Commelinaceae,Commelinales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2764892
L48,Ginkgo biloba,Maidenhair tree,Ginkgoaceae,Ginkgoales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2687885
L48,Gisekia pharnacioides,Oldmaid,Gisekiaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084008
L48,Gladiolus communis,Cornflag,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2750096
L48,Gladiolus dalenii,Cornflag,Iridaceae,Asparagales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2750406
L48,Gladiolus italicus,Italian gladiolus,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2749791
L48,Gladiolus papilio,Goldblotch gladiolus,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2750197
L48,Gladiolus tristis,Ever-flowering gladiolus,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2750383
L48,Gladiolus X colvillei,Gladiolus,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,4270380
L48,Gladiolus X gandavensis,Gladiolus,Iridaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,3586105
L48,Glandularia hispida,Hispid mock vervain,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341152
L48,Glandularia peruviana,Peruvian mock vervain,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341141
L48,Glandularia tenera,Latin American mock vervain,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5341153
L48,Glandularia X hybrida,Mock vervain,Verbenaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,TRUE,2017-11-21,5341154
L48,Glaucium corniculatum,Blackspot hornpoppy,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334188
L48,Glaucium flavum,Yellow hornpoppy,Papaveraceae,Ranunculales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5334190
L48,Glebionis coronaria,Daisy,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2020-02-21,7627205
L48,Glebionis coronarium,Crowndaisy,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,9368402
L48,Glebionis segetum,Corndaisy,Asteraceae,Asterales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3141101
L48,Glechoma hederacea,Ground ivy,Lamiaceae,Lamiales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2017-11-21,2926557
L48,Glinus lotoides,Lotus sweetjuice,Molluginaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084616
L48,Gliricidia sepium,Quickstick,Fabaceae,Fabales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8322698
L48,Globba schomburgkii,Dancing girl ginger,Zingiberaceae,Zingiberales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,2757889
L48,Glochidion puberum,Needlebush,Phyllanthaceae,Malpighiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,10771519
L48,Gloriosa superba,Flame lily,Colchicaceae,Liliales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2740024
L48,Glossostigma cleistanthum,Mudmats,Phrymaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3730174
L48,Glyceria declinata,Waxy mannagrass,Poaceae,Poales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2705488
L48,Glyceria fluitans,Water mannagrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2705495
L48,Glyceria maxima,Reed mannagrass,Poaceae,Poales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)","agriculture (including biofuel feedstocks); organic packing material, in particular wood packaging",Artificial - Terrestrial; Introduced Vegetation; Wetlands (inland),FALSE,2017-11-21,2705484
L48,Glycine max,Soybean,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5359660
L48,Glycosmis parviflora,Flower axistree,Rutaceae,Sapindales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7732678
L48,Glycyrrhiza glabra,Cultivated licorice,Fabaceae,Fabales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2965732
L48,Gnaphalium domingense,Dominican cudweed,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2020-02-21,5390895
L48,Gnaphalium uliginosum,Marsh cudweed,Asteraceae,Asterales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5390848
L48,Gomphocarpus fruticosus,Milkweed,Apocynaceae,Gentianales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7150619
L48,Gomphrena globosa,Common globe amaranth,Amaranthaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084908
L48,Gomphrena martiana,Globe amaranth,Amaranthaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3084905
L48,Gonocarpus chinensis,Chinese raspwort,Haloragaceae,Saxifragales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5361791
L48,Gonocarpus chinensis ssp. verrucosus,Chinese raspwort,Haloragaceae,Saxifragales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5555397
L48,Gracilaria vermiculophylla,Algae,Gracilariaceae,Gracilariales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",unintentional,,FALSE,2017-04-12,5278964
L48,Graptophyllum pictum,Caricature-plant,Acanthaceae,Lamiales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3173137
L48,Grateloupia doryphora,Algae,Halymeniaceae,Halymeniales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-04-12,5729909
L48,Grevillea robusta,Silkoak,Proteaceae,Proteales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2891791
L48,Grewia asiatica,Phalsa,Malvaceae,Malvales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3152080
L48,Grewia biloba,Bilobed grewia,Malvaceae,Malvales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3152079
L48,Guizotia abyssinica,Ramtilla,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8584304
L48,Gunnera tinctoria,Chilean gunnera,Gunneraceae,Gunnerales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,2984306
L48,Gymnadenia conopsea,Fragrant orchid,Orchidaceae,Asparagales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,7845022
L48,Gynandropsis gynandra,Spiderwisp,Cleomaceae,Brassicales,invasive (category D2),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3054227
L48,Gynura aurantiaca,Velvetplant,Asteraceae,Asterales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,3115470
L48,Gypsophila acutifolia,Sharpleaf baby's-breath,Caryophyllaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,8402808
L48,Gypsophila cerastoides,Chickweed baby's-breath,Caryophyllaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5586577
L48,Gypsophila elegans,Showy baby's-breath,Caryophyllaceae,Caryophyllales,widespread invasive (category E),"introduced (alien, exotic, non-native, nonindigenous)",horticulture,,FALSE,2017-11-21,5384466
L48,Gypsophila muralis,Low baby's-breath,Caryophyllaceae,Caryophyllales,established (category C3),"introduced (alien, exotic, non-native, nonindigenous)",,,FALSE,2017-11-21,5384457
